member_id,page_type,hit,trajectory,stay
2968016,login,1,139,8
2966409,mypage_scout,1,360,22
2967210,search_user,1,2320,1
2965598,mypage_index,1,1102,48
2996120,entry,1,1170,44
2990443,search_user,2,3752,59
2988929,search_multi,1,1399,176
2980413,edit_hope,1,272,39
2972886,mypage_index,1,246,31
2969746,register,1,997,50
2966413,register,1,1036,31
2965328,mypage_index,2,774,149
2980998,register,1,0,97
2978206,search_other,1,8496,5
2975926,edit_resume,1,2618,14
2970701,mypage_index,1,133,62
2967394,edit_hope,1,0,21
3000014,mypage_scout,1,1225,77
2995352,mypage_consider,1,0,134
2988471,register,1,0,392
2983078,login,1,52,2369
2979523,register,1,609,19
2978200,search_user,1,3545,34
2972327,search_multi,1,7969,57
2973412,else,1,1478,41
2990340,login,1,81,31
2981556,detail,1,5700,59
2976381,search_user,2,711,76
2975259,detail,2,12033,173
2975609,search_pref,2,5644,40
2974276,entry,1,0,209
2972493,search_user,4,16682,50
2971691,mypage_index,2,524,46
2969205,search_pref,1,161,7
2966390,search_other,2,6693,51
2966277,mypage_index,1,0,431
2965954,register,2,1155,212
2992738,detail,1,6038,16
2988664,mypage_index,1,0,6
2987128,detail,1,0,17
2981181,register,1,603,10
2980642,search_other,2,20000,604
2979150,edit_resume,1,992,80
2978501,else,2,1961,51
2978013,search_other,1,0,11
2975413,mypage_index,1,1399,15
2975109,mypage_index,1,2249,11
2973264,register,2,764,21
2972214,mypage_index,1,21,13
2970766,search_user,1,1701,106
2969801,search_pref,2,962,332
2968687,search_other,1,403,215
2965254,search_other,1,3272,1502
3000020,mypage_consider,1,0,7
2999813,search_other,1,2367,971
2999051,search_other,1,9734,16
2998054,search_city,1,7789,14
2981554,search_user,1,2655,18
2980659,register,1,244,2
2980576,search_other,2,6245,133
2977084,register,1,749,11
2976875,search_other,1,113,2
2976513,login,1,66,362
2976000,search_multi,1,1183,47
2973007,register,1,1022,28
2968643,detail,1,71,26
2966646,register,1,586,12
2996120,search_multi,1,8831,129
2994814,register,1,428,10
2986524,search_user,1,7821,58
2983612,login,1,88,773
2982860,register,1,637,200
2973856,mypage_index,1,521,52
2967265,register,1,0,12
2966605,detail,1,6892,213
2965421,detail,4,3062,37
3000234,search_other,1,3946,186
2991831,register,1,1163,22
2988467,search_pref,1,650,853
2983420,login,1,104,28
2981290,mypage_scout,1,0,7
2979543,register,1,0,23
2979249,search_other,1,410,24
2971191,search_multi,2,1336,1635
2967945,register,1,584,55
2966876,mypage_index,1,0,9
2998918,else,1,657,13
2996108,search_user,2,4230,68
2984748,mypage_consider,1,0,21
2983926,search_other,1,883,6
2983143,login,1,323,177
2980474,detail,1,8099,13
2980085,search_multi,1,651,34
2978999,register,1,88,65
2977491,register,1,766,23
2979158,else,1,5273,62
2972756,register,1,636,55
2970580,search_multi,1,3336,19
2968872,search_user,1,0,16
2967394,edit_scout,1,290,4
2966579,register,3,1542,126
2965483,search_other,1,4924,300
2995792,search_user,1,2988,46
2988908,else,2,1065,1085
3000337,register,1,756,85
2996581,entry,2,2000,2911
2989694,entry,2,1889,341
2982353,login,1,81,64
2981899,mypage_index,1,1376,33
2980120,login,2,339,183
2979381,search_pref,1,11181,13
2974633,search_other,1,294,391
2970964,else,1,1192,6
2993606,detail,1,3700,514
2992428,register,1,295,84
2982401,entry,1,1176,8
2977787,register,2,700,52
2977386,register,1,641,3
2974205,mypage_index,1,838,16
2975691,search_user,1,4564,53
2973725,mypage_index,2,1124,148
2972840,search_other,1,2278,161
2968920,mypage_index,1,1047,16
2965532,mypage_index,1,355,288
2992302,register,1,0,156
2990223,login,1,104,63
2988451,else,2,3027,98
2985333,register,1,0,176
2983476,search_pref,1,224,11
2978032,else,1,1565,11
2977605,else,1,3195,16
2997709,register,1,400,5
2996964,search_other,1,3703,6652
2990363,mypage_index,1,425,32
2988341,search_pref,1,599,16
2986693,search_multi,1,10090,87
2979586,detail,1,2935,15
2978374,search_user,1,2174,11
2971552,register,1,531,7
2969292,mypage_index,1,0,84
2967760,search_user,2,9140,46
2966610,mypage_consider,1,80,110
2966509,else,1,1238,27
2965770,detail,2,7199,56
2980252,edit_hope,1,154,12
2980413,mypage_index,2,106,122
2979435,search_pref,1,73,10
2975210,search_multi,1,265,110
2972813,mypage_scout,1,0,275
2971346,else,1,735,3
2965987,register,1,624,13
2984755,search_pref,1,33600,17
2976496,mypage_consider,1,0,6
2975114,edit_resume,1,3302,27
2975000,register,2,867,115
2974299,register,1,144,89
2972556,entry,1,458,7
2972435,register,2,627,31
2968915,mypage_index,1,970,26
2966431,search_other,1,213,49
2965288,search_other,1,2242,75
2999368,search_multi,1,8150,30
2993500,search_user,1,1200,377
2990736,mypage_index,1,674,113
2989162,register,1,539,24
2984968,detail,1,167,20
2982467,register,1,824,170
2977455,search_other,1,4990,12
2973935,login,1,104,8
2973479,mypage_index,1,1479,17
2969510,edit_hope,1,1195,13
3001072,detail,1,7383,40
2996094,detail,1,3108,47
2992019,else,1,285,3
2983735,else,1,0,18
2978259,entry,1,1293,38
2971885,search_multi,1,335,7
2968383,mypage_scout,1,0,20
2967511,else,1,522,7
2965502,search_multi,1,9086,197
2970224,edit_resume,5,12049,521
2971709,search_other,3,11402,616
2970195,mypage_index,1,1074,495
2968237,else,1,0,19
2968022,search_other,1,436,14
2967808,search_other,2,10546,55
2966716,login,5,597,110
2997020,search_user,4,39823,197
2996922,register,1,370,47
2987056,search_user,1,131,50
2978299,detail,2,14153,129
2977568,register,2,609,26
2977002,register,1,585,12
2976333,register,1,624,5
2974801,register,3,1112,56
2974578,register,1,527,11
2973024,mypage_consider,1,818,16
2969390,register,2,689,30
2966104,detail,2,2539,90
2966011,else,2,4790,229
2965742,search_multi,4,17405,17696
2984355,register,2,646,149
2972691,else,1,1226,64
2966542,register,4,2730,284
2995939,detail,2,8139,230
2992936,detail,1,18389,100
2984180,entry,2,376,94
2980998,search_other,2,9405,27
2979083,search_other,1,16318,289
2975712,register,1,669,11
2972620,register,1,1446,33
2972214,search_user,3,815,45
2969275,search_other,1,10354,3
2968983,search_other,1,69,11
2968433,edit_resume,1,2078,26
2966448,entry,1,926,96
2965821,mypage_scout,1,1903,118
2965737,login,2,149,23
2977800,detail,3,6272,7551
2979146,else,1,412,19334
2999949,search_user,2,12922,77
2997914,entry,1,311,174
2990262,detail,1,2707,8
2988005,else,1,1291,6
2986524,login,1,81,656
2983907,search_other,1,22700,132
2979571,search_other,1,239,11
2975923,search_user,1,226,59
2972579,detail,3,12651,207
2971919,entry,1,1998,41
2971121,search_other,1,9958,79
2970846,detail,2,5953,112
2970632,else,1,381,165
2970367,mypage_index,1,1091,78
2968108,register,1,0,16
2967707,register,1,790,22
2967683,register,1,781,28
2966056,register,2,790,33
2965324,else,1,0,6
2997447,register,1,635,31
2984106,edit_scout,3,868,79
2981952,register,2,122,250
2976458,edit_hope,1,840,36
2974264,mypage_index,4,6183,1638
2975071,mypage_index,3,1913,61
2973622,register,1,703,14
2966075,search_user,1,233,67
2965690,detail,3,14929,948
2965095,search_multi,1,3460,544
2966501,search_multi,3,24569,1636
2979087,search_multi,1,4428,11
3000707,search_other,1,9890,800
2994651,mypage_scout,2,1799,41
2995432,search_other,1,2370,151
2994481,search_other,1,9788,64
2993712,register,1,0,33
2986880,else,2,25038,134
2985447,register,1,682,33
2980317,register,1,0,47
2975741,mypage_consider,1,1448,51
2970416,detail,3,13110,50
2969284,mypage_index,2,298,23
2968523,register,1,527,42
2979912,search_hello,1,794,90491
3000475,register,1,824,92
2999902,register,1,599,64
2999597,search_pref,1,11195,27
2994209,mypage_index,1,379,109
2992445,register,1,0,21
2991061,search_other,1,9421,3888
2988227,register,1,0,165
2985930,register,1,0,93
2984868,login,1,88,3797
2981402,mypage_index,1,915,13
2976041,search_city,2,2771,55
2974192,mypage_index,1,963,304
2970293,mypage_consider,2,1222,24
2970039,detail,1,2992,50
2969452,register,1,993,3
2967858,else,1,1814,9
2967463,search_multi,1,903,25
2966748,register,1,465,25
2986930,register,2,7,329
2995119,mypage_scout,1,1891,254
2994659,register,1,0,120
2991800,register,2,749,90
2991681,register,1,160,20
2981641,search_user,1,1218,9
2977801,search_user,2,1648,69
2977170,register,1,749,66
2975105,else,2,1362,131
2972931,entry,1,1611,31
2972632,detail,3,6085,108
2970244,search_user,3,13254,109
2968335,register,1,600,7
2967323,search_other,1,1913,286
2966899,register,2,431,15
2965819,detail,3,5426,406
2965219,search_multi,1,9904,7
2997482,else,1,6265,763
2996743,register,1,372,19
2981302,search_other,1,1997,358
2981235,register,1,541,70
2980560,register,1,503,50
2975421,register,1,633,14
2968024,search_user,1,3248,38
2965638,search_multi,1,4830,82
2995352,search_multi,1,2735,111
2995168,else,2,1619,200
2981633,login,1,44,54
2981435,search_multi,2,2312,173
2980181,detail,1,13558,0
2979188,mypage_consider,1,0,11
2975486,search_user,1,3227,1
2972519,search_pref,1,11269,34
2971853,search_multi,1,1374,7
2969865,search_other,2,5092,56
2966072,entry,1,1718,101
2996750,register,2,613,35
2994825,register,1,573,21
2988919,mypage_scout,1,710,104
2988430,else,1,1026,119
2985721,register,1,160,226
2981817,search_other,1,340,48
2980030,search_multi,1,2720,2
2978381,register,1,0,61
2974142,search_multi,1,1985,9
2966401,else,1,1299,18
2999256,edit_resume,1,2300,6
2998745,mypage_index,2,264,269
2993205,search_other,1,6604,125
2982239,register,1,160,303
2980024,search_pref,1,0,10
2980287,mypage_index,1,0,384
2979558,search_other,1,2400,4
2978449,else,2,655,95
2977356,search_pref,2,6160,35
2974778,mypage_index,1,1883,150
2974733,detail,2,2041,24
2968245,detail,2,2923,44
2966407,search_multi,1,7175,145
2965848,search_city,1,3531,77
3000302,detail,2,11275,136
2996434,search_city,1,332,36
2988864,entry,1,506,54
2987659,register,1,410,73
2980507,search_other,1,0,13
2979329,detail,2,17299,73
2965306,register,1,765,29
2965272,register,2,611,20
2970738,search_hello,1,1611,1588
3000053,detail,1,5934,160
2999848,search_user,2,24537,181
2998002,search_other,1,8179,705
2995856,detail,2,8323,135
2994859,register,1,200,79
2992452,edit_hope,1,1600,6
2988513,edit_resume,2,2434,190
2987166,search_user,3,7171,694
2986016,register,1,284,6
2984311,else,1,2701,682
2983242,search_other,1,9947,53
2977321,search_other,1,2983,7
2976646,search_user,1,1777,85
2976481,search_user,3,14332,32
2975358,entry,1,1095,5
2974798,search_multi,2,3995,50
2974155,else,1,11620,1
2970460,register,1,706,13
2969409,detail,4,31067,222
2994814,search_other,1,8920,3644
2999119,search_other,1,200,1394
2981788,search_other,3,1000,380
2981517,register,1,539,7
2980333,mypage_index,2,3250,237
2979190,edit_hope,1,2160,27
2975906,mypage_index,2,1025,42
2975525,mypage_index,4,2525,123
2975413,else,2,1291,22
2972602,detail,1,6334,150
2971137,search_pref,2,1652,48
2969390,detail,1,3883,15
2968740,detail,1,3228,12
2968504,detail,2,6159,295
2968488,mypage_index,1,224,105
2968133,register,1,573,24
2965915,mypage_index,1,701,82
2965827,search_user,1,566,15
3000969,search_multi,1,5646,439
2992868,detail,1,8212,19
2991985,register,1,721,11
2988706,search_user,1,2472,58
2977424,search_multi,1,343,5
2976943,register,3,1010,64
2976095,mypage_scout,4,4753,59
2975210,register,1,784,9
2974903,else,4,7057,143
2974086,search_multi,1,103,3
2972731,register,1,245,659
2969109,search_other,2,10595,68
2968988,register,1,669,38
2967970,register,1,634,8
2965850,else,2,1543,124
2995961,search_other,1,392,19
2994915,else,3,1645,127
2995081,register,1,953,63
2987959,search_user,2,4976,86
2984925,register,1,572,2098
2983376,search_other,1,7000,130
2982277,search_other,1,1502,72
2968397,register,2,460,71
2967683,search_other,1,9296,11
2967065,else,1,2101,44
2965430,detail,1,4346,56
2965062,detail,1,1701,163
2991993,search_other,1,5983,2
2991472,mypage_index,1,0,101
2988582,search_user,1,691,252
2988076,else,3,1333,1591
2985475,detail,2,4368,384
2984038,search_user,3,652,167
2979231,register,1,160,22
2976329,login,1,66,51
2970961,search_user,1,5128,4
2969021,search_other,1,205,281
2968870,register,1,470,56
2966154,search_other,2,11396,1004
2965502,register,1,409,4
2965328,register,1,443,71
3000261,search_multi,1,5816,62
2988665,mypage_index,1,436,32
2988556,search_user,1,94,54
2987708,edit_hope,1,0,33
2985830,search_user,1,236,16
2984136,register,1,0,25
2980569,search_other,2,2029,52
2978882,register,1,583,15
2977795,else,1,1116,104
2976513,search_multi,1,6795,16
2970238,register,1,602,421
2969988,mypage_index,1,61,7
2966225,search_user,1,1475,10
2999050,detail,2,15258,105
2993728,search_multi,1,700,667
2985895,search_multi,2,787,339
2984477,search_other,2,2080,12070
2984272,search_user,4,8831,199
2983523,mypage_index,1,519,131
2979645,entry,1,1463,18
2977280,search_user,1,290,35
2977138,detail,2,2268,54
2975109,else,1,1619,4
2975114,mypage_index,1,489,84
2969693,mypage_index,1,0,142
2965387,detail,1,2514,70
2995978,search_hello,3,2571,15895
2991984,register,1,841,96
2986147,search_other,1,141,235
2985661,detail,1,2880,13
2985422,search_other,1,9288,501
2979188,entry,1,2800,1
2978229,else,1,6064,46
2970475,register,2,975,27
2968062,detail,1,12,61
2967344,register,1,534,1246
2995494,search_user,1,6801,60
2995379,mypage_index,1,138,15
2989336,register,1,721,20
2984964,search_multi,1,7773,423
2977333,register,1,724,4
2975513,mypage_index,1,1289,8
2974925,register,1,534,68
2972231,search_multi,1,1811,25
2968714,else,1,768,12
2967440,search_other,1,1330,66
3000695,search_other,1,2201,920
2994494,entry,1,2228,96
2981223,register,1,160,101
2980681,entry,1,1020,173
2975141,else,1,543,9
2974633,search_user,2,1547,93
2987235,search_other,1,8789,4
2986363,detail,1,4643,16
2985556,search_other,1,1155,8
2980085,edit_resume,1,2494,29
2976614,register,1,588,9
2975175,register,1,906,0
2974140,register,1,275,36
2969006,search_other,2,192,158
2967323,mypage_index,2,648,86
2967202,search_user,1,240,35
2966873,mypage_consider,1,32,23
2966611,register,1,575,20
2965294,search_pref,1,234,43
2965070,register,1,361,23
2997907,search_multi,1,2082,11
2995300,register,1,448,45
2993567,mypage_index,1,1675,32
2993575,search_user,1,3138,56
2991636,search_multi,1,2635,461
2988761,else,1,1144,3393
2987260,register,1,0,393
2982026,register,1,0,200
2973479,else,2,1527,255
2967902,register,2,1339,12
2967060,login,1,126,13
2965980,register,1,236,87
2965883,register,1,749,10
2993260,entry,1,548,36
2990358,mypage_consider,1,1786,38
2987166,login,1,108,1589
2981768,search_user,2,5818,58
2980848,entry,1,2360,15
2969210,search_user,1,0,28
2966819,mypage_index,1,0,281
2965493,edit_hope,1,70,46
2977065,search_hello,1,700,4934
2996579,else,1,2197,96
2992295,search_multi,1,1453,519
2991298,detail,1,2457,15
2991219,mypage_index,1,1439,36
2988341,mypage_consider,1,70,92
2988368,search_other,1,3980,659
2979832,mypage_index,1,607,82
2978840,search_city,1,13484,2
2978724,mypage_index,3,2094,15
2977738,search_other,1,972,98
2976834,register,1,718,13
2974323,else,1,12589,48
2970964,search_multi,1,1080,58
2969137,register,1,597,8
2968808,else,1,1535,187
2967337,search_other,1,2267,294
2966425,detail,1,8173,45
2992207,else,1,3193,12283
2980236,register,1,160,92
2979358,register,2,769,47
2977360,search_multi,3,9289,38
2977272,register,1,865,38
2976819,register,1,800,2
2976480,detail,3,13542,88
2973530,detail,2,736,233
2973261,search_other,1,3568,41
2970360,search_other,1,8415,18
2999079,mypage_scout,1,570,1306
2996713,search_pref,1,13,8
2995159,register,1,456,16
2993821,search_pref,1,115,3
2991392,entry,2,2372,20
2985410,edit_scout,1,815,81
2978274,detail,1,2172,16
2976358,register,1,583,67
2975359,else,1,990,28
2972981,register,1,598,19
2968998,else,1,1358,9
2965855,login,2,135,203
2965088,mypage_index,1,836,1218
2989400,detail,4,21431,172
2986564,mypage_scout,1,1721,72
2986449,search_user,2,10823,67
2985383,register,1,219,6
2979049,mypage_scout,1,0,1
2978111,else,2,3178,53
2977801,search_other,1,5221,83
2976684,register,1,506,9
2976586,else,1,1613,71
2971784,entry,2,1854,93
2970378,register,1,678,65
2965209,search_multi,3,9705,177
2965368,else,1,4377,1554
2966819,detail,3,3651,97935
3000418,else,1,589,2
2986977,mypage_scout,1,1168,15
2984376,mypage_scout,2,1988,105
2980590,search_other,2,6843,15
2978782,else,2,2449,37
2979388,register,2,369,135
2977824,register,1,592,16
2977438,detail,2,5028,111
2976045,mypage_consider,1,112,22
2976916,mypage_index,1,926,83
2974522,search_multi,1,244,5
2972523,register,1,635,9
2974801,search_multi,1,6653,4
2969354,search_other,1,302,34
2967741,entry,1,2051,18
2965846,mypage_index,2,2248,55
2999296,search_user,1,2343,31
2997914,search_other,3,4000,492
2995168,entry,1,1850,91
2977023,register,1,865,41
2975579,register,1,554,3
2974990,search_user,3,18388,165
2968350,detail,1,3016,34
2967859,entry,2,2289,11
2966217,register,1,622,21
2965869,detail,2,20267,11238
2983279,login,1,68,11
2979571,edit_resume,2,3472,173
2979519,register,1,0,0
2975259,register,1,641,24
2974170,register,1,58,31
2974157,mypage_index,1,84,12
2974009,search_user,1,2777,12
2973255,search_city,2,5064,20
2973232,register,1,143,66
2971784,search_pref,1,270,7
2970795,search_other,2,658,776
2967933,detail,2,3688,239
2965904,mypage_scout,1,1281,21
2988554,login,1,74,621
2988227,search_multi,1,2888,75
2986296,search_user,2,10525,334
2979227,search_other,1,1718,47
2976496,search_other,1,5223,16
2975899,search_pref,1,334,15
2976325,search_multi,4,31888,124
2975751,detail,1,2409,23
2975190,edit_resume,1,0,13
2974709,search_other,2,780,43
2967324,register,1,585,19
2997880,else,1,843,29
2985039,search_multi,1,5193,3605
2979633,search_city,1,8750,80
2977795,search_other,1,0,6
2974559,search_other,1,5219,146
2969326,register,1,587,10
2967652,else,1,703,22
2965527,mypage_index,1,404,114
2992594,detail,1,9136,16
2984211,search_other,1,9870,169
2980252,search_pref,1,786,28
2979009,search_pref,1,148,24
2977333,login,1,86,21
2974063,search_other,1,2200,1464
2971770,search_user,2,11464,74
2970579,entry,1,3400,189
2992920,mypage_index,1,0,68
2991524,else,1,366,51
2984150,search_other,1,9340,206
2981398,detail,2,2315,116
2979417,search_pref,1,4715,9
2977856,detail,1,4845,83
2975788,register,1,790,17
2969898,else,1,819,25
2969452,search_multi,2,8175,1187
2968335,search_multi,1,9043,24
2968024,search_other,1,0,13
2965036,register,1,895,53
2972256,search_hello,1,0,2721
2985759,search_user,1,2357,166
2985069,login,1,125,38
2982864,search_pref,1,195,890
2981812,search_user,1,1316,34
2975537,register,1,548,9
2966900,search_other,1,2011,69
2994659,search_multi,1,1775,2625
2991143,register,1,0,203
2987187,register,1,0,63
2981208,detail,1,2831,130
2979776,register,1,0,83
2978908,register,1,892,22
2973902,register,1,766,9
2966875,detail,1,2909,2
2967328,search_multi,1,2165,278
2966778,mypage_index,1,0,242
2966429,detail,2,8203,66
2965425,register,1,665,8
2999088,search_other,2,7043,1326
2998121,entry,2,3416,216
2993620,entry,1,240,112
2992022,entry,4,4608,107
2988987,search_other,2,1829,1360
2978650,register,1,152,17
2970341,register,1,703,19
2968184,else,1,264,47
3000400,search_hello,1,1224,10751
2998116,login,2,84,34
2991954,mypage_index,1,640,8
2989336,search_user,2,767,63
2983440,mypage_scout,2,1979,3004
2981945,register,1,0,27
2980241,login,2,232,182
2978076,search_other,1,1808,27
2970636,else,1,2148,35
2968835,mypage_scout,1,0,218
2977863,search_other,1,7710,16
2966328,search_multi,2,12789,66
2965850,mypage_consider,1,1642,11
2996410,entry,2,2167,243
2997285,search_pref,1,7290,15
2993908,mypage_index,2,1354,89
2986880,login,1,12,542
2984405,login,1,104,13
2981528,register,1,783,24
2979872,register,1,643,50
2969156,search_user,1,8800,9
2968166,detail,1,1216,46
2967229,register,1,783,4
2966620,register,1,790,3
2980568,search_multi,1,113,2799
2986564,search_multi,2,17689,1554
2981897,register,1,332,5
2975568,search_multi,2,1082,41
2975403,search_pref,1,0,14
2975105,search_user,2,10904,68
2972164,login,1,71,3
2972256,register,1,665,18
2969107,else,1,233,38
3001142,register,1,913,54
2999050,else,3,3916,40
2998305,register,1,530,31
2992782,edit_hope,1,273,23
2991523,mypage_index,1,457,13
2982228,search_multi,1,600,2
2981910,search_user,1,1868,109
2980733,mypage_index,2,948,18
2978926,register,1,571,31
2974908,else,2,242,1056
2975882,detail,1,12057,12
2966805,detail,1,1611,159
3000647,register,1,896,40
2992289,register,1,0,122
2991798,login,1,104,36
2986748,mypage_scout,1,0,167
2986453,search_multi,1,1277,192
2980833,register,1,671,14
2978650,mypage_scout,2,2256,80
2976044,search_other,1,7480,25
2974216,detail,1,1959,13
2972079,register,1,633,70
2969247,register,1,128,47
2966371,register,1,669,28
2997270,search_other,1,3788,3854
2984136,search_user,2,8498,149
2980335,detail,2,12440,87
2968426,edit_resume,1,2666,4
2965191,edit_hope,1,2205,80
2981726,search_other,1,324,60
2980676,search_other,1,0,6
2979304,entry,1,880,8
2979516,register,1,0,243
2978630,search_user,2,25456,60
2974026,edit_resume,1,3363,62
2971850,register,1,169,55
2998526,register,1,895,27
2991485,search_other,1,500,30
2988320,detail,1,4433,14
2982426,register,1,0,335
2975691,mypage_index,1,1866,12
2975482,search_user,1,530,15
2973802,detail,1,8406,6
2973412,search_multi,1,0,92
2972675,search_multi,1,7296,12
2972652,detail,2,3814,101
2971060,mypage_index,1,632,124
2968985,else,1,661,11
2966154,register,1,415,76
2993066,register,1,0,2
2984038,detail,1,9390,17
2982080,detail,1,8924,170
2978517,search_user,2,10300,139
2977004,register,1,564,32
2966503,edit_hope,1,0,22
2977738,search_city,1,5180,5062
2980416,login,1,88,13
2979139,register,1,0,47
2978552,search_hello,1,0,116
2972551,search_other,1,240,8
2972227,register,1,328,308
2971739,detail,1,2522,265
2967572,register,1,600,7
2967368,register,1,669,105
3000032,search_other,1,4311,644
2999875,search_other,1,9224,16
2996094,register,1,890,94
2984451,edit_hope,1,278,10
2980729,else,1,6961,28
2980205,search_other,1,4749,507
2973287,else,1,0,16
2972761,mypage_index,1,0,17
2965634,register,1,100,4
2975748,register,1,0,6
2973217,mypage_consider,4,766,32
2972372,search_other,3,9857,604
2971077,register,1,755,55
2967254,search_user,3,241,93
3001398,register,1,838,11
2996964,entry,2,2824,175
2993616,mypage_consider,1,47,66
2990896,mypage_index,2,1412,205
2984488,register,1,373,4
2982379,detail,2,11933,68
2980882,search_other,2,2028,107
2982116,search_multi,1,4153,61
2975803,register,2,1359,60
2975307,detail,1,1111,120
2972574,else,2,2333,24
2972225,mypage_scout,1,782,6
2979429,register,3,319,502
2967060,mypage_index,2,2179,17
2968122,mypage_consider,2,0,29
2966940,entry,1,1780,77
2966462,else,1,641,117
2965836,detail,3,12162,315
2999256,detail,1,11600,109
2993939,mypage_consider,1,145,9
2987508,mypage_index,1,785,208
2984105,search_other,1,7261,115
2981633,else,2,5031,71
2981592,login,2,447,162
2980944,search_other,2,1100,268
2980634,register,2,780,46
2979437,mypage_consider,1,1967,53
2978840,search_other,1,3129,21
2977676,detail,1,5056,84
2977036,search_other,1,97,14
2976755,search_multi,2,22379,76
2975927,detail,1,3278,8
2975926,edit_hope,1,162,19
2973468,else,1,0,108
2969380,register,2,672,12
2969021,detail,3,10451,125
2968985,search_hello,1,36,165
2965814,search_other,2,5731,570
2982970,search_hello,2,2093,45933
2996756,register,1,749,93
2992678,register,1,671,53
2984482,register,1,447,115
2983627,else,1,0,45
2983584,search_other,1,9144,43
2981766,mypage_index,1,1075,24
2981655,register,1,565,192
2979216,login,1,81,32
2979069,register,1,839,13
2976436,register,1,892,106
2972725,search_multi,3,14618,2267
2971850,search_other,1,0,3
2971712,search_other,1,9663,49
2971674,edit_resume,1,884,414
2970933,search_pref,2,9282,303
2969216,search_city,1,13706,14
2968808,register,1,181,43
2967539,search_user,1,764,1
2966316,mypage_index,1,685,93
2965935,register,2,962,44
2965233,search_user,1,2157,150
2965204,entry,1,0,5
2970933,search_user,2,1219,3086
2986259,search_other,2,1303,9078
2998447,else,1,1617,42
2996126,login,1,44,3
2988577,mypage_index,1,121,60
2981505,else,1,1422,22
2980040,register,1,675,23
2979927,search_pref,1,653,391
2979821,detail,1,7125,68
2979260,search_pref,1,3107,88
2975028,register,1,839,21
2971572,detail,2,7131,190
2970636,register,3,928,125
2969667,login,1,0,15
2969453,search_user,1,3248,73
2967942,register,1,113,14
2975653,search_multi,1,9267,385
2965532,search_pref,1,905,10
2995469,else,1,190,11
2992519,detail,1,1050,16
2991029,search_other,1,735,95
2985024,mypage_index,2,1284,159
2984985,search_pref,1,333,9
2982299,else,1,380,8
2983620,search_multi,2,1884,436
2981074,register,1,534,59
2980911,search_user,1,2509,28
2980158,else,1,0,4
2977952,else,1,1293,89
2977803,else,1,0,92
2976539,mypage_consider,1,200,25
2972372,edit_hope,1,161,10
2968241,register,1,749,10
2966126,else,1,601,18
2966974,detail,1,96,16
2966452,else,1,1470,137
3000067,else,1,1432,41
2999695,search_user,1,4432,112
2993409,detail,2,921,28
2987340,search_other,1,4316,279
2982094,register,1,0,282
2978914,search_other,2,2852,198
2974715,search_multi,1,2299,21
2975237,else,1,0,12
2974542,search_other,1,3791,19
2974002,register,1,514,42
2972161,entry,1,1614,13
2970428,register,1,790,19
2967469,search_city,1,30,7
2996302,register,1,568,4
2990021,register,1,74,129
2988733,register,3,389,14
2981037,register,1,0,148
2979448,login,1,44,38
2978200,else,1,1552,31
2972069,mypage_index,1,0,2
2965489,mypage_scout,2,2576,34
2967237,search_user,1,2104,10
2976677,else,1,5445,10650
3000542,search_other,1,4200,1617
2992475,detail,1,5986,69
2991627,register,1,599,94
2991322,register,1,0,140
2989132,detail,1,5072,15
2988782,search_multi,2,10344,200
2987795,search_other,2,9705,74
2982084,detail,1,2760,1884
2978767,search_user,1,2172,39
2977790,detail,5,41791,206
2974543,search_other,1,10054,18
2972550,search_user,1,2886,101
2970267,mypage_scout,1,1680,15
2968522,search_user,2,10263,55
2967384,search_user,1,499,98
2965191,mypage_index,3,1136,247
2999196,mypage_index,1,607,66
2999128,else,1,35,25
2997886,mypage_consider,1,1800,292
2996414,register,1,135,9
2987013,register,1,0,127
2980269,register,1,926,74
2978074,register,2,564,63
2977271,login,1,100,11
2976060,detail,1,1087,3
2975105,search_multi,1,292,774
2974308,register,2,597,87
2973590,detail,1,1983,8
2973158,mypage_consider,2,1978,20
2973034,search_user,1,3791,27
2968274,search_other,1,10602,37
2967264,search_other,2,8877,27
2997702,search_other,1,9550,3919
2974919,search_other,1,124,96
2974908,register,1,534,17
2973091,register,1,599,14
2973079,search_multi,1,296,544
2971459,detail,1,120,114
2968740,register,1,373,58
2966746,register,1,564,14
2965724,edit_resume,1,1487,62
2965698,detail,1,2328,185
2965455,register,1,544,65
2976095,detail,3,20592,42
2974793,detail,2,602,197
2971162,login,1,31,19
2971121,search_user,1,6624,13
2970375,search_multi,1,5055,45
2966894,detail,1,8743,19
2999891,register,1,468,25
2998745,else,3,5732,1665
2996126,register,1,363,44
2990181,search_other,1,1155,22
2990158,search_pref,1,10332,5
2987027,else,2,18747,295
2983374,register,1,160,59
2981749,register,1,494,53
2980437,login,1,81,10
2979208,else,1,2155,14
2977321,mypage_index,1,374,22
2976153,register,1,573,52
2974207,mypage_index,1,774,1
2974048,login,1,66,151
2967773,mypage_consider,2,1271,31
2965990,search_multi,2,9997,914
2990576,detail,1,1646,37
2982798,detail,2,11876,720
2980212,register,1,714,39
2977759,mypage_index,1,1751,15
2977508,search_other,2,2118,129
2975657,register,1,677,29
2971368,mypage_index,1,887,9
2971139,mypage_index,3,1741,28
2969625,search_pref,1,242,17
2969542,register,4,2083,92
2968833,search_multi,1,3057,29
2965630,detail,1,4500,21
2995278,search_multi,1,385,56
2989604,mypage_index,1,879,20
2988974,mypage_index,1,1696,121
2984311,register,1,179,435
